City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Atambua,ID,-9.1061,124.8925,70.66,86,95,4.25,overcast clouds
346,Sorland,NO,67.667,12.6934,51.66,62,1,3.27,clear sky
347,Mae Sai,TH,20.4335,99.8762,73.11,99,100,1.83,overcast clouds
348,Ismailia,EG,30.6043,32.2723,77.2,73,0,7.49,clear sky
349,Manono,CD,-7.3,27.4167,78.39,52,8,1.34,clear sky
350,Bethel,US,41.3712,-73.414,86.36,77,100,2.17,overcast clouds
351,Scarborough,GB,54.2797,-0.4044,67.57,81,100,7.0,overcast clouds
352,Libreville,GA,0.3925,9.4537,76.57,83,11,10.18,few clouds
353,Odweyne,SO,9.4092,45.064,78.49,47,48,8.86,scattered clouds
354,Trofors,NO,65.5333,13.4063,42.67,65,8,4.16,clear sky
355,Lompoc,US,34.6391,-120.4579,100.78,30,0,14.97,clear sky
356,Muscat,OM,23.6139,58.5922,89.74,51,8,1.72,clear sky
357,Praia Da Vitoria,PT,38.7333,-27.0667,75.76,77,6,10.25,clear sky
358,Wajir,KE,1.7471,40.0573,79.3,49,87,22.1,overcast clouds
359,Hvolsvollur,IS,63.7533,-20.2243,49.8,91,87,1.81,overcast clouds
360,Sao Sebastiao,BR,-23.76,-45.4097,63.41,76,100,1.41,overcast clouds
361,Murray Bridge,AU,-35.1167,139.2667,45.34,91,100,1.41,overcast clouds
362,Mnogovershinnyy,RU,53.9353,139.9242,55.42,90,100,0.92,overcast clouds
363,Sitka,US,57.0531,-135.33,57.09,88,75,6.91,light rain
364,Qaqortoq,GL,60.7167,-46.0333,48.81,85,44,2.71,scattered clouds
365,Vilhena,BR,-12.7406,-60.1458,91.99,19,23,4.47,few clouds
366,Goderich,CA,43.7501,-81.7165,68.92,79,100,7.54,overcast clouds
367,Banes,CU,20.9625,-75.7186,87.67,60,11,14.7,few clouds
368,Touba,CI,8.2833,-7.6833,71.92,94,89,0.81,light rain
369,Bowen,AU,-20.0167,148.2333,58.17,87,1,8.12,clear sky
370,Calama,CL,-22.4667,-68.9333,67.62,5,0,19.98,clear sky
371,Siyabuswa,ZA,-25.1132,29.0445,65.57,19,0,0.94,clear sky
372,Caluquembe,AO,-13.7833,14.6833,63.93,35,6,5.95,clear sky
373,Mokhotlong,LS,-29.2894,29.0675,55.24,33,8,7.43,clear sky
374,Tarauaca,BR,-8.1614,-70.7656,97.34,23,69,4.25,broken clouds
375,Breytovo,RU,58.2993,37.8617,46.63,89,91,11.03,overcast clouds
376,Elliot,ZA,-31.3333,27.85,62.01,22,1,8.79,clear sky
377,Mongo,TD,12.1844,18.693,74.21,83,100,1.79,overcast clouds
378,Vardo,NO,70.3705,31.1107,46.38,93,75,14.97,broken clouds
379,Geraldton,AU,-28.7667,114.6,57.61,82,75,5.75,broken clouds
380,Christchurch,NZ,-43.5333,172.6333,45.91,84,100,3.44,overcast clouds
381,Shingu,JP,33.7333,135.9833,76.75,89,100,4.74,overcast clouds
382,Fukue,JP,32.6881,128.8419,81.55,85,100,28.07,moderate rain
383,Key West,US,24.5557,-81.7826,91.4,71,40,10.36,scattered clouds
384,Neyshabur,IR,36.2133,58.7958,72.84,16,0,2.42,clear sky
385,Airai,TL,-8.9266,125.4092,57.06,86,99,2.62,overcast clouds
386,Broome,US,42.2506,-75.833,77.38,73,0,3.44,clear sky
387,Waddan,LY,29.1614,16.139,85.71,32,0,13.31,clear sky
388,Heyang,CN,26.1011,107.473,60.31,92,97,3.78,overcast clouds
389,Usinsk,RU,65.9939,57.5281,41.49,86,100,14.65,overcast clouds
390,Waipawa,NZ,-41.4122,175.5153,42.73,88,100,6.22,overcast clouds
391,Ialibu,PG,-6.2821,143.9935,54.5,96,96,2.68,overcast clouds
392,Shelburne,CA,44.0787,-80.2041,62.76,73,100,7.34,overcast clouds
393,Aripuana,BR,-9.1667,-60.6333,98.01,15,71,4.25,broken clouds
394,Pangnirtung,CA,66.1451,-65.7125,42.49,98,100,3.65,moderate rain
395,Katangli,RU,51.7102,143.2326,55.89,86,55,7.72,broken clouds
396,Mont-Dore,NC,-22.2833,166.5833,75.99,99,97,14.27,light rain
397,Aquiraz,BR,-3.9014,-38.3911,82.49,76,95,14.83,overcast clouds
398,Kungurtug,RU,50.5994,97.5228,36.23,47,55,1.74,broken clouds
399,Husavik,IS,66.0449,-17.3389,51.98,86,2,6.78,clear sky
400,Vanimo,PG,-2.6741,141.3028,76.68,91,44,5.97,scattered clouds
401,Kudahuvadhoo,MV,2.6708,72.8944,79.39,82,100,26.55,moderate rain
402,Novobiryusinskiy,RU,56.9578,97.7076,49.21,74,100,7.72,overcast clouds
403,Porto Santo,PT,33.072,-16.3415,73.78,78,20,5.75,few clouds
404,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,64.81,47,0,6.31,clear sky
405,Muyezerskiy,RU,63.9333,31.65,42.24,86,98,5.79,overcast clouds
406,Sinnamary,GF,5.3833,-52.95,83.21,74,100,14.58,overcast clouds
407,Shaunavon,CA,49.6501,-108.4181,88.95,15,0,10.16,clear sky
408,Guabito,PA,9.5,-82.6167,85.05,72,100,4.52,overcast clouds
409,Alofi,NU,-19.0595,-169.9187,75.09,69,20,11.5,few clouds
410,Koslan,RU,63.4564,48.8989,40.8,97,98,7.09,overcast clouds
411,Arlit,NE,18.7369,7.3853,101.88,13,41,9.08,scattered clouds
412,Dilla,ET,6.41,38.31,62.22,91,100,3.11,light rain
413,Tulnici,RO,45.9167,26.6667,55.18,78,98,1.36,light rain
414,Mrakovo,RU,52.7161,56.6244,53.53,66,100,8.48,overcast clouds
415,San-Pedro,CI,4.7485,-6.6363,74.5,93,17,5.01,few clouds
416,Atkinson,US,42.8384,-71.147,89.44,50,100,6.91,overcast clouds
417,Skjervoy,NO,70.0311,20.9714,48.2,79,100,5.48,overcast clouds
418,Jawhar,SO,2.7809,45.5005,74.62,80,3,16.64,clear sky
419,Kirkwall,GB,58.9848,-2.9587,59.05,94,100,17.27,overcast clouds
420,Lenggries,DE,47.6833,11.5667,61.41,92,2,3.89,clear sky
421,Ulaangom,MN,49.9811,92.0667,53.2,43,88,2.26,overcast clouds
422,Sistranda,NO,63.7256,8.834,55.36,73,0,1.9,clear sky
423,Kropotkin,RU,45.4375,40.5756,59.56,52,92,10.4,overcast clouds
424,Ribeira Grande,PT,38.5167,-28.7,73.8,68,75,10.36,broken clouds
425,Zheleznodorozhnyy,RU,55.7503,38.0042,50.22,58,100,7.25,overcast clouds
426,Zinder,NE,13.8072,8.9881,91.31,39,22,5.46,few clouds
427,Emba,KZ,48.8264,58.1442,81.3,18,48,11.27,scattered clouds
428,San Quintin,MX,30.4833,-115.95,77.16,82,100,5.32,overcast clouds
429,Suwannaphum,TH,15.6035,103.8021,76.93,94,100,5.21,overcast clouds
430,Borogontsy,RU,62.6683,131.1683,35.4,93,2,3.2,clear sky
431,Northam,GB,51.0333,-4.2167,62.62,96,99,20.47,heavy intensity rain
432,Sola,VU,-13.8833,167.55,79.72,78,22,8.1,few clouds
433,Nova Olimpia,BR,-14.7972,-57.2881,95.45,20,18,3.15,few clouds
434,Terrell,US,32.736,-96.2753,96.96,47,0,12.66,clear sky
435,Peremyshlyany,UA,49.6652,24.5585,49.87,73,69,2.59,broken clouds
436,General Roca,AR,-39.0333,-67.5833,77.67,12,30,4.7,scattered clouds
437,Tikhvin,RU,59.6451,33.5294,45.21,95,84,5.01,broken clouds
438,Lufilufi,WS,-13.8745,-171.5986,83.98,76,26,19.24,light rain
439,Honningsvag,NO,70.9821,25.9704,46.15,87,75,10.36,light intensity drizzle
440,Bonavista,CA,48.6499,-53.1147,63.07,85,5,11.27,clear sky
441,Soubre,CI,5.7856,-6.6083,73.15,96,64,4.7,light rain
442,Havoysund,NO,70.9963,24.6622,46.63,80,98,23.06,overcast clouds
443,Lagunas,PE,-5.2269,-75.6753,92.79,38,55,4.5,broken clouds
444,Darhan,MN,49.4867,105.9228,37.4,87,31,4.61,scattered clouds
445,Grootfontein,NA,-19.5667,18.1167,68.56,19,0,6.35,clear sky
446,Kokologo,BF,12.1897,-1.8856,82.06,67,81,3.6,light rain
447,Hachinohe,JP,40.5,141.5,65.88,95,100,6.13,overcast clouds
448,Ranong,TH,9.9658,98.6348,79.09,89,100,8.41,moderate rain
449,Barabai,ID,-2.5833,115.3833,73.65,99,100,1.34,light rain
450,Patiala,IN,30.3267,76.4003,80.01,67,0,5.91,clear sky
451,Cheyenne,US,41.14,-104.8203,91.54,18,0,7.0,clear sky
452,Chuzhou,CN,32.3219,118.2978,68.32,95,0,6.73,clear sky
453,Stornoway,GB,58.2093,-6.3865,59.94,89,53,0.0,broken clouds
454,Pochutla,MX,15.7432,-96.4661,82.22,85,100,5.17,overcast clouds
455,Marsh Harbour,BS,26.5412,-77.0636,84.92,67,70,10.58,broken clouds
456,Muros,ES,42.7762,-9.0603,68.85,85,89,13.44,overcast clouds
457,Tongren,CN,27.7172,109.1853,67.03,64,68,2.24,broken clouds
458,Marica,BR,-22.9194,-42.8186,64.31,80,100,5.5,overcast clouds
459,Grand-Lahou,CI,5.1367,-5.0242,73.98,93,1,7.31,clear sky
460,Banjar,ID,-8.19,114.9675,74.93,89,78,6.13,broken clouds
461,Vila Praia De Ancora,PT,41.811,-8.8526,69.12,94,74,11.18,broken clouds
462,Valparaiso,CL,-33.0393,-71.6273,66.43,65,100,6.91,mist
463,Namtsy,RU,62.7161,129.6658,35.37,87,0,4.79,clear sky
464,Destin,US,30.3935,-86.4958,89.65,79,40,9.22,scattered clouds
465,Katsuura,JP,35.1333,140.3,77.16,87,100,4.5,overcast clouds
466,Tekirdag,TR,40.978,27.5085,65.55,70,41,13.82,scattered clouds
467,Ust-Uda,RU,54.1742,103.0304,36.81,90,17,2.53,few clouds
468,Hot Springs,US,34.5037,-93.0552,91.4,53,0,5.01,clear sky
469,Ilhabela,BR,-23.7781,-45.3581,63.7,74,100,1.54,overcast clouds
470,Maragogi,BR,-9.0122,-35.2225,75.04,83,95,10.6,overcast clouds
471,Tsagan Aman,RU,47.5639,46.7218,61.59,58,71,17.58,broken clouds
472,Kazachinskoye,RU,57.6953,93.2761,51.75,91,76,10.0,broken clouds
473,Arahal,ES,37.1864,-5.5549,76.62,53,0,11.5,clear sky
474,Oksovskiy,RU,62.6062,39.8984,41.81,97,100,5.73,overcast clouds
475,Karratha,AU,-20.7377,116.8463,68.14,70,1,8.77,clear sky
476,Huarmey,PE,-10.0681,-78.1522,67.1,70,23,8.39,few clouds
477,Narsaq,GL,60.9167,-46.05,57.42,81,21,2.33,few clouds
478,Tanda,IN,26.55,82.65,82.53,66,7,6.49,clear sky
479,Ishigaki,JP,24.3448,124.1572,83.52,86,100,34.16,heavy intensity rain
480,Camacha,PT,33.0833,-16.3333,71.02,78,20,5.75,few clouds
481,Mildura,AU,-34.2,142.15,38.07,87,99,9.06,overcast clouds
482,Quatre Cocos,MU,-20.2078,57.7625,70.09,79,34,15.64,scattered clouds
483,Sembe,CG,1.6481,14.5806,70.03,95,100,2.77,overcast clouds
484,Buraydah,SA,26.326,43.975,92.48,10,0,7.27,clear sky
485,Poltavka,RU,54.3663,71.7632,52.79,49,75,3.87,broken clouds
486,Natal,BR,-5.795,-35.2094,77.65,88,75,8.05,broken clouds
487,Martapura,ID,-3.4167,114.85,75.29,94,100,2.3,light rain
488,Nishihara,JP,26.1842,127.7558,79.88,99,100,34.52,moderate rain
489,Jonkoping,SE,57.7814,14.1562,56.39,87,13,3.44,few clouds
490,Cap-Aux-Meules,CA,47.3821,-61.8597,67.23,70,59,11.3,broken clouds
491,Birao,CF,10.2849,22.7882,69.67,97,98,1.21,overcast clouds
492,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,79.43,18,0,5.75,clear sky
493,Lagos,NG,6.5833,3.75,75.15,91,56,5.77,broken clouds
494,Shihezi,CN,44.3,86.0333,74.1,23,0,3.8,clear sky
495,Coihaique,CL,-45.5752,-72.0662,56.01,54,75,4.61,broken clouds
496,Matamoros,MX,25.5333,-103.25,82.51,54,75,4.61,broken clouds
497,Coquimbo,CL,-29.9533,-71.3436,56.93,82,0,11.5,clear sky
498,Redlands,US,34.0556,-117.1825,109.15,26,40,4.61,scattered clouds
499,Clearlake,US,38.9582,-122.6264,101.35,13,0,3.67,clear sky
500,Novyy Urengoy,RU,66.0833,76.6333,43.68,88,100,10.94,light rain
501,Kupang,ID,-10.1667,123.5833,75.97,87,100,7.29,overcast clouds
502,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.89,68,100,18.32,overcast clouds
503,Cabo Rojo,PR,18.0866,-67.1457,89.26,75,54,5.01,broken clouds
504,Majene,ID,-3.5403,118.9707,75.92,91,100,8.32,overcast clouds
505,Raudeberg,NO,61.9875,5.1352,56.07,1,0,4.9,clear sky
506,Evensk,RU,61.95,159.2333,40.12,64,2,7.38,clear sky
507,Mogadishu,SO,2.0371,45.3438,75.79,86,44,18.72,scattered clouds
508,Kaltasy,RU,55.9693,54.8032,48.45,56,100,2.66,overcast clouds
509,Kalengwa,ZM,-13.4659,25.0027,75.79,32,99,1.39,overcast clouds
510,Oliver,CA,49.1831,-119.5524,85.39,30,10,7.38,clear sky
511,Cap Malheureux,MU,-19.9842,57.6142,70.47,75,2,5.01,clear sky
512,Bandarbeyla,SO,9.4942,50.8122,76.66,83,27,28.63,scattered clouds
513,Petropavlovka,RU,50.6114,105.3196,34.63,86,17,5.91,few clouds
514,Lekoni,GA,-1.5843,14.2591,75.33,73,74,2.57,light rain
515,Vestmanna,FO,62.1564,-7.1664,56.32,82,75,16.11,broken clouds
516,Kailua,US,21.4022,-157.7394,85.98,75,75,11.5,broken clouds
517,Gorontalo,ID,0.5412,123.0595,74.57,96,95,2.1,overcast clouds
518,Belle Fourche,US,44.6714,-103.8522,103.05,18,0,7.54,clear sky
519,Vao,NC,-22.6667,167.4833,72.0,94,98,19.01,light rain
520,Itarema,BR,-2.9248,-39.9167,80.89,74,81,20.65,broken clouds
521,Palana,RU,59.1167,159.9667,42.1,71,57,5.66,broken clouds
522,Druzhnaya Gorka,RU,59.2761,30.1425,41.68,95,82,4.74,broken clouds
523,Asuncion,PY,-25.3007,-57.6359,65.64,32,0,4.61,clear sky
524,Pathein,MM,16.7833,94.7333,79.0,85,100,4.32,overcast clouds
525,Nampula,MZ,-15.1165,39.2666,66.38,80,0,4.59,clear sky
526,Cabedelo,BR,-6.9811,-34.8339,77.67,84,18,15.75,few clouds
527,Canutama,BR,-6.5339,-64.3831,99.82,19,28,4.12,scattered clouds
528,Fredericksburg,US,38.3032,-77.4605,90.86,55,75,8.05,broken clouds
529,Roebourne,AU,-20.7833,117.1333,67.6,71,1,8.28,clear sky
530,Imeni Poliny Osipenko,RU,52.4201,136.4853,57.92,94,100,1.61,overcast clouds
531,Klyuchi,RU,52.2667,79.1667,56.84,40,97,6.85,overcast clouds
532,El Prat De Llobregat,ES,41.3278,2.0947,81.14,86,40,3.44,scattered clouds
533,Bathsheba,BB,13.2167,-59.5167,84.9,70,10,13.31,clear sky
534,Champerico,GT,14.3,-91.9167,91.94,77,100,7.2,overcast clouds
535,Aitape,PG,-3.1374,142.3475,77.74,87,86,6.44,overcast clouds
536,Taseyevo,RU,57.2169,94.8978,50.31,85,74,6.46,broken clouds
537,Bulgan,MN,48.8125,103.5347,35.06,72,0,2.84,clear sky
538,Soyo,AO,-6.1349,12.3689,73.78,82,24,9.55,few clouds
539,Esmeraldas,BR,-19.7625,-44.3139,83.26,24,3,3.89,clear sky
540,Bellefontaine,US,40.3612,-83.7597,78.24,78,75,6.91,broken clouds
541,Megion,RU,61.0296,76.1136,46.42,83,83,14.0,broken clouds
542,Biak,ID,-0.9131,122.8766,74.86,89,97,5.03,overcast clouds
543,Chicama,PE,-7.8447,-79.1469,63.14,59,89,9.06,overcast clouds
544,Puerto Del Rosario,ES,28.5004,-13.8627,74.95,78,20,14.97,few clouds
545,Nanakuli,US,21.3906,-158.1547,85.95,65,75,9.22,broken clouds
546,Yanam,IN,16.7333,82.2167,79.27,88,83,3.18,broken clouds
547,Port-Cartier,CA,50.0334,-66.8654,62.67,45,2,7.92,clear sky
548,Ancud,CL,-41.8697,-73.8203,61.23,71,88,5.44,overcast clouds
549,Casian,PH,11.035,119.7136,82.78,77,100,8.9,overcast clouds
550,Torit,SS,4.4133,32.5678,68.83,95,48,3.27,light rain
551,Lavras Da Mangabeira,BR,-6.7533,-38.9644,90.82,33,73,7.56,broken clouds
552,Kemijarvi,FI,66.7131,27.4306,45.16,92,100,3.6,overcast clouds
553,Matara,LK,5.9485,80.5353,76.05,92,96,6.76,overcast clouds
554,Puro,PH,12.4841,123.3827,80.4,85,100,7.34,overcast clouds
555,Sovetskiy,RU,61.3614,63.5842,42.44,77,13,11.05,few clouds
556,Acarau,BR,-2.8856,-40.12,81.57,73,64,22.46,broken clouds
557,Albury,AU,-36.0833,146.9167,42.01,100,46,1.99,scattered clouds
558,Rafaela,AR,-31.2503,-61.4867,73.99,10,0,1.01,clear sky
559,Suntar,RU,62.1444,117.6319,41.5,87,100,4.0,overcast clouds
560,Boden,SE,65.8252,21.6886,39.2,80,12,2.1,few clouds
561,Mapiripan,CO,2.8892,-72.1256,82.36,66,68,7.2,broken clouds
562,Bambanglipuro,ID,-7.95,110.2833,73.24,94,100,1.25,overcast clouds
563,Binzhou,CN,37.3667,118.0167,68.88,73,100,2.08,overcast clouds
564,Yerofey Pavlovich,RU,53.9667,121.9667,51.64,99,91,7.4,overcast clouds
565,Dunmore,US,41.4198,-75.6324,83.79,67,0,1.01,clear sky
566,Verkh-Suetka,RU,53.3,80.05,52.29,44,87,6.46,overcast clouds
567,Chancay,PE,-11.5714,-77.2672,64.67,71,14,6.87,few clouds
568,Anadyr,RU,64.75,177.4833,50.49,93,100,17.98,overcast clouds
569,Aykhal,RU,66.0,111.5,32.72,88,13,12.68,few clouds
570,Aksu,CN,41.1231,80.2644,72.91,24,36,2.01,scattered clouds
571,Petatlan,MX,17.5167,-101.2667,91.2,67,100,12.15,overcast clouds
572,Erenhot,CN,43.6475,111.9767,48.52,32,0,17.43,clear sky
573,Sarankhola,BD,22.3082,89.7897,80.24,92,36,4.97,scattered clouds
574,Artyom,AZ,40.4723,50.333,77.14,68,0,9.93,clear sky
575,Snezhnogorsk,RU,69.1933,33.2531,46.18,86,100,14.85,overcast clouds
576,Alexandria,EG,31.2156,29.9553,79.86,73,0,10.33,clear sky
577,Los Llanos De Aridane,ES,28.6585,-17.9182,70.12,90,20,8.05,few clouds
578,Dzhebariki-Khaya,RU,62.2167,135.8,35.56,93,8,2.13,clear sky
579,Phan Thiet,VN,10.9333,108.1,75.33,95,100,7.49,overcast clouds
580,Diffa,NE,13.3154,12.6113,88.25,47,36,7.83,scattered clouds
581,Kaz,RU,52.9113,87.3105,54.28,92,100,1.12,overcast clouds
582,Malinovoye Ozero,RU,51.6753,79.7825,59.72,34,49,5.53,scattered clouds
583,Kitami,JP,43.8031,143.8908,61.12,96,100,5.99,overcast clouds
584,Rio Grande,BR,-32.035,-52.0986,66.31,54,0,6.89,clear sky
585,Dzilam Gonzalez,MX,21.2833,-88.9333,85.62,65,64,7.74,broken clouds
586,Vila Velha,BR,-20.3297,-40.2925,69.75,88,40,20.0,scattered clouds
587,Shenjiamen,CN,29.9576,122.298,79.52,90,100,34.63,overcast clouds
588,Walvis Bay,NA,-22.9575,14.5053,55.09,71,3,12.39,clear sky
589,Beloeil,CA,45.5668,-73.1992,66.97,66,100,2.57,overcast clouds
590,Tuensang,IN,26.2833,94.8333,69.3,98,100,2.21,overcast clouds
591,Kinablangan,PH,7.6947,126.5503,78.39,87,100,5.26,overcast clouds
592,Kilrush,IE,52.6397,-9.4833,64.15,75,97,18.14,overcast clouds
593,Sabzevar,IR,36.2126,57.6819,75.63,15,0,7.52,clear sky
594,Kaberamaido,UG,1.7389,33.1594,65.82,90,3,3.6,clear sky
595,Berlevag,NO,70.8578,29.0864,46.4,93,75,17.27,broken clouds
596,Porto Belo,BR,-27.1578,-48.5531,67.78,60,0,6.15,clear sky
597,Kvarkeno,RU,52.0833,59.725,61.99,33,98,14.9,overcast clouds
598,Houma,US,29.5958,-90.7195,79.0,89,40,5.75,scattered clouds
599,Verkhnyaya Inta,RU,65.9811,60.3094,40.44,89,100,13.69,light rain
600,Namatanai,PG,-3.6667,152.4333,78.44,80,48,7.0,scattered clouds
601,Puerto Baquerizo Moreno,EC,-0.9,-89.6,72.59,83,75,9.22,broken clouds
602,Kvam,NO,61.6656,9.6898,49.6,95,75,4.23,broken clouds
603,Lasa,IT,46.6166,10.7002,61.7,89,5,1.97,clear sky
604,Charcas,MX,23.1333,-101.1167,74.71,44,86,18.05,overcast clouds
605,Constantine,DZ,36.365,6.6147,87.21,37,40,4.61,scattered clouds
606,Iskateley,RU,67.6803,53.1512,43.14,78,100,11.41,overcast clouds
607,Carballo,ES,43.213,-8.691,67.77,92,100,9.28,overcast clouds
608,Vieques,PR,18.425,-65.8329,84.22,84,100,8.05,overcast clouds
609,Kostomuksha,RU,64.571,30.5767,38.5,79,19,3.96,few clouds
610,Mapastepec,MX,15.4333,-92.9,82.17,78,100,3.33,overcast clouds
611,North Platte,US,41.1239,-100.7654,89.11,29,0,8.99,clear sky
612,Riberalta,BO,-10.9833,-66.1,95.81,21,81,4.25,broken clouds
613,Atyrau,KZ,47.1167,51.8833,77.02,65,0,6.71,clear sky
614,Ondangwa,NA,-17.9167,15.95,71.35,16,0,5.32,clear sky
615,Saint-Joseph,RE,-21.3667,55.6167,68.38,79,18,13.11,few clouds
616,Tolaga Bay,NZ,-38.3667,178.3,50.05,65,100,3.74,light rain
617,Krasnaya Gora,RU,52.9995,31.6023,47.88,59,59,5.68,broken clouds
618,Tyrma,RU,50.0833,132.1667,55.92,97,100,2.13,overcast clouds
619,Kande,TG,9.9578,1.0447,74.89,88,89,1.52,overcast clouds
620,Auckland,NZ,-36.8667,174.7667,50.85,93,100,6.91,light rain
621,Toamasina,MG,-18.1667,49.3833,66.2,100,75,4.61,broken clouds
622,Pergamino,AR,-33.89,-60.5736,71.37,19,0,8.14,clear sky
623,Lagoa,PT,39.05,-27.9833,71.76,75,3,12.91,clear sky
624,Zhigansk,RU,66.7697,123.3711,41.83,57,99,6.91,overcast clouds
625,Sanary-Sur-Mer,FR,43.1178,5.8001,77.52,83,99,3.0,overcast clouds
626,Poddorye,RU,57.4695,31.1156,44.94,96,95,4.76,overcast clouds
627,Pacific Grove,US,36.6177,-121.9166,94.33,70,0,7.0,clear sky
628,Bac Lieu,VN,9.285,105.7244,79.66,81,100,9.57,overcast clouds
629,Tambopata,PE,-12.7333,-69.1833,84.09,34,0,6.91,clear sky
630,Pimenta Bueno,BR,-11.6725,-61.1936,99.61,14,22,2.95,few clouds
631,Tanabe,JP,33.7333,135.3667,75.4,89,100,7.38,overcast clouds
632,Izumo,JP,35.3667,132.7667,74.43,88,100,5.48,overcast clouds
633,Roald,NO,62.5833,6.1333,57.76,87,0,6.91,clear sky
634,Malanje,AO,-9.5402,16.341,77.7,43,52,5.12,broken clouds
635,Belfast,GB,54.5833,-5.9333,61.38,88,40,10.36,scattered clouds
636,Challans,FR,46.8436,-1.8749,68.92,89,61,5.3,broken clouds
637,Suoyarvi,RU,62.0833,32.35,40.03,96,84,5.84,broken clouds
638,Beisfjord,NO,68.3751,17.5988,42.85,80,92,1.79,overcast clouds
639,Ostrovnoy,RU,68.0531,39.5131,47.75,91,100,19.33,light rain
640,Novo Aripuana,BR,-5.1206,-60.3797,101.86,14,58,4.21,broken clouds
641,Kapuskasing,CA,49.4169,-82.4331,64.49,39,40,4.61,scattered clouds
642,Birjand,IR,32.8663,59.2211,68.05,15,0,4.7,clear sky
643,Indiana,US,40.0003,-86.2503,82.94,71,75,5.75,broken clouds
644,Whitehorse,CA,60.7161,-135.0538,58.1,46,20,3.44,few clouds
645,Nangomba,TZ,-10.9,38.5,73.11,55,0,6.6,clear sky
646,Kindu,CD,-2.95,25.95,72.21,85,33,1.32,light rain
647,Sokolka,PL,53.4072,23.5023,49.66,67,0,7.43,clear sky
648,Faya,SA,18.3851,42.4509,64.92,42,4,1.61,clear sky
649,Macklin,CA,52.3334,-109.9348,88.14,15,21,11.99,few clouds
650,Nosy Varika,MG,-20.5833,48.5333,65.3,90,56,2.84,light rain
651,Arman,RU,59.7,150.1667,45.43,60,100,5.57,overcast clouds
652,Nemuro,JP,43.3236,145.575,63.18,88,23,9.44,few clouds
653,Simao,CN,22.7886,100.9748,64.4,99,90,2.46,overcast clouds
654,Aqtobe,KZ,50.2797,57.2072,73.49,28,0,8.95,clear sky
655,Urucara,BR,-2.5364,-57.76,98.35,25,77,3.42,broken clouds
656,Methoni,GR,36.8197,21.7049,81.21,78,0,10.87,clear sky
657,Ljubovija,RS,44.1894,19.3767,62.08,92,73,1.59,broken clouds
658,Sampit,ID,-2.5333,112.95,72.68,99,100,2.93,light rain
659,Dondo,MZ,-19.6094,34.7431,63.57,75,0,5.44,clear sky
660,Marovoay,MG,-16.1,46.6333,71.91,54,0,6.91,clear sky
661,Manzhouli,CN,49.6,117.4333,39.24,96,100,12.01,overcast clouds
662,Batagay-Alyta,RU,67.8006,130.4114,32.97,80,29,3.47,scattered clouds
663,Paamiut,GL,61.994,-49.6678,42.53,99,96,13.4,overcast clouds
664,Palm Coast,US,29.585,-81.2078,89.69,81,0,8.05,clear sky
665,Sapa,PH,5.1544,120.3241,79.77,81,100,4.92,moderate rain
666,Ruidoso,US,33.3317,-105.673,78.96,32,0,12.66,clear sky
667,Magoula,GR,38.0833,23.5167,80.65,55,20,3.44,few clouds
668,Aracati,BR,-4.5617,-37.7697,82.09,67,46,14.88,scattered clouds
669,Lamu,KE,-2.2717,40.902,73.62,82,17,16.08,few clouds
670,Kerema,PG,-7.9631,145.7785,76.57,90,100,4.29,light rain
671,Taksimo,RU,56.3444,114.8794,42.73,97,100,1.86,light rain
672,Ust-Nera,RU,64.5667,143.2,34.88,79,67,4.41,broken clouds
673,Filingue,NE,14.3521,3.3168,93.78,41,0,5.82,clear sky
674,Pemangkat,ID,1.1667,108.9667,76.14,83,100,7.25,overcast clouds
675,Omboue,GA,-1.5746,9.2618,74.64,84,5,7.83,clear sky
676,Awjilah,LY,29.1081,21.2869,81.97,56,0,14.63,clear sky
677,Butembo,CD,0.15,29.2833,56.48,96,45,2.21,scattered clouds
678,Himeji,JP,34.8167,134.7,81.28,85,97,6.06,overcast clouds
679,Sidi Ali,DZ,36.0998,0.4206,73.45,71,13,3.85,few clouds
680,Tutoia,BR,-2.7619,-42.2744,81.16,78,8,14.07,clear sky
681,Strelka,RU,58.0728,93.0344,50.43,92,49,9.17,scattered clouds
682,Sobolevo,RU,54.4299,31.8996,46.99,59,92,6.89,overcast clouds
683,Sunland Park,US,31.7965,-106.58,88.25,33,0,13.8,clear sky
684,Duminichi,RU,53.9345,35.1099,43.63,68,62,3.04,broken clouds
685,Shimoda,JP,34.6667,138.95,74.1,87,100,7.18,overcast clouds
686,Riyadh,SA,24.6877,46.7219,89.74,11,0,4.18,clear sky
687,Berdigestyakh,RU,62.0989,126.6992,34.29,95,83,3.38,broken clouds
688,Richards Bay,ZA,-28.783,32.0377,74.57,47,0,15.95,clear sky
689,Chara,RU,56.9064,118.2631,41.99,94,100,3.6,overcast clouds
690,Marinette,US,45.1,-87.6307,68.05,63,0,10.36,clear sky
691,Egvekinot,RU,66.3167,-179.1667,31.75,96,100,10.89,snow
692,Nyurba,RU,63.2842,118.3319,41.74,74,100,3.44,overcast clouds
693,Shiraz,IR,29.6036,52.5388,80.04,41,0,0.0,clear sky
694,At-Bashi,KG,41.1702,75.8106,55.69,58,11,5.66,few clouds
